10000 11
102 1 1.000000000
103 1 1.000000000
104 1 1.000000000
105 1 1.000000000
106 1 1.000000000
107 1 1.000000000
108 1 1.000000000
109 1 1.000000000
110 1 1.000000000
111 1 1.000000000
112 1 1.000000000
113 1 1.000000000
114 1 1.000000000
115 1 1.000000000
116 1 1.000000000
117 1 1.000000000
118 2 1.000000000
119 2 1.000000000
120 2 1.000000000
121 2 1.000000000
122 2 1.000000000
123 2 1.000000000
124 2 1.000000000
125 2 1.000000000
126 2 1.000000000
127 2 1.000000000
128 2 1.000000000
129 2 1.000000000
130 2 1.000000000
131 2 1.000000000
132 2 1.000000000
133 2 1.000000000
134 2 1.000000000
135 2 1.000000000
136 2 1.000000000
137 2 1.000000000
138 2 1.000000000
139 2 1.000000000
140 2 1.000000000
141 2 1.000000000
142 2 1.000000000
143 2 1.000000000
144 2 1.000000000
145 2 1.000000000
146 2 1.000000000
147 2 1.000000000
148 2 1.000000000
149 2 1.000000000
150 2 1.000000000
151 2 1.000000000
152 2 1.000000000
153 2 1.000000000
154 2 1.000000000
155 2 1.000000000
156 2 1.000000000
157 2 1.000000000
158 2 1.000000000
159 2 1.000000000
160 2 1.000000000
161 2 1.000000000
162 2 1.000000000
163 2 1.000000000
164 2 1.000000000
165 2 1.000000000
166 2 1.000000000
167 2 1.000000000
168 2 1.000000000
169 2 1.000000000
170 2 1.000000000
171 2 1.000000000
172 2 1.000000000
173 2 1.000000000
174 2 1.000000000
175 2 1.000000000
176 2 1.000000000
177 2 1.000000000
178 2 1.000000000
179 2 1.000000000
180 2 1.000000000
181 2 1.000000000
182 3 1.000000000
183 3 1.000000000
184 3 1.000000000
185 3 1.000000000
186 3 1.000000000
187 3 1.000000000
188 3 1.000000000
189 3 1.000000000
190 3 1.000000000
191 3 1.000000000
192 3 1.000000000
193 3 1.000000000
194 3 1.000000000
195 3 1.000000000
196 3 1.000000000
197 3 1.000000000
198 3 1.000000000
199 3 1.000000000
202 1 1.000000000
203 1 1.000000000
204 1 1.000000000
205 1 1.000000000
206 1 1.000000000
207 1 1.000000000
208 1 1.000000000
209 1 1.000000000
210 1 1.000000000
211 1 1.000000000
212 1 1.000000000
213 1 1.000000000
214 1 1.000000000
215 1 1.000000000
216 1 1.000000000
217 1 1.000000000
218 2 1.000000000
219 2 1.000000000
220 2 1.000000000
221 2 1.000000000
222 2 1.000000000
223 2 1.000000000
224 2 1.000000000
225 2 1.000000000
226 2 1.000000000
227 2 1.000000000
228 2 1.000000000
229 2 1.000000000
230 2 1.000000000
231 2 1.000000000
232 2 1.000000000
233 2 1.000000000
234 2 1.000000000
235 2 1.000000000
236 2 1.000000000
237 2 1.000000000
238 2 1.000000000
239 2 1.000000000
240 2 1.000000000
241 2 1.000000000
242 2 1.000000000
243 2 1.000000000
244 2 1.000000000
245 2 1.000000000
246 2 1.000000000
247 2 1.000000000
248 2 1.000000000
249 2 1.000000000
250 2 1.000000000
251 2 1.000000000
252 2 1.000000000
253 2 1.000000000
254 2 1.000000000
255 2 1.000000000
256 2 1.000000000
257 2 1.000000000
258 2 1.000000000
259 2 1.000000000
260 2 1.000000000
261 2 1.000000000
262 2 1.000000000
263 2 1.000000000
264 2 1.000000000
265 2 1.000000000
266 2 1.000000000
267 2 1.000000000
268 2 1.000000000
269 2 1.000000000
270 2 1.000000000
271 2 1.000000000
272 2 1.000000000
273 2 1.000000000
274 2 1.000000000
275 2 1.000000000
276 2 1.000000000
277 2 1.000000000
278 2 1.000000000
279 2 1.000000000
280 2 1.000000000
281 2 1.000000000
282 3 1.000000000
283 3 1.000000000
284 3 1.000000000
285 3 1.000000000
286 3 1.000000000
287 3 1.000000000
288 3 1.000000000
289 3 1.000000000
290 3 1.000000000
291 3 1.000000000
292 3 1.000000000
293 3 1.000000000
294 3 1.000000000
295 3 1.000000000
296 3 1.000000000
297 3 1.000000000
298 3 1.000000000
299 3 1.000000000
302 1 1.000000000
303 1 1.000000000
304 1 1.000000000
305 1 1.000000000
306 1 1.000000000
307 1 1.000000000
308 1 1.000000000
309 1 1.000000000
310 1 1.000000000
311 1 1.000000000
312 1 1.000000000
313 1 1.000000000
314 1 1.000000000
315 1 1.000000000
316 1 1.000000000
317 1 1.000000000
318 2 1.000000000
319 2 1.000000000
320 2 1.000000000
321 2 1.000000000
322 2 1.000000000
323 2 1.000000000
324 2 1.000000000
325 2 1.000000000
326 2 1.000000000
327 2 1.000000000
328 2 1.000000000
329 2 1.000000000
330 2 1.000000000
331 2 1.000000000
332 2 1.000000000
333 2 1.000000000
334 2 1.000000000
335 2 1.000000000
336 2 1.000000000
337 2 1.000000000
338 2 1.000000000
339 2 1.000000000
340 2 1.000000000
341 2 1.000000000
342 2 1.000000000
343 2 1.000000000
344 2 1.000000000
345 2 1.000000000
346 2 1.000000000
347 2 1.000000000
348 2 1.000000000
349 2 1.000000000
350 2 1.000000000
351 2 1.000000000
352 2 1.000000000
353 2 1.000000000
354 2 1.000000000
355 2 1.000000000
356 2 1.000000000
357 2 1.000000000
358 2 1.000000000
359 2 1.000000000
360 2 1.000000000
361 2 1.000000000
362 2 1.000000000
363 2 1.000000000
364 2 1.000000000
365 2 1.000000000
366 2 1.000000000
367 2 1.000000000
368 2 1.000000000
369 2 1.000000000
370 2 1.000000000
371 2 1.000000000
372 2 1.000000000
373 2 1.000000000
374 2 1.000000000
375 2 1.000000000
376 2 1.000000000
377 2 1.000000000
378 2 1.000000000
379 2 1.000000000
380 2 1.000000000
381 2 1.000000000
382 3 1.000000000
383 3 1.000000000
384 3 1.000000000
385 3 1.000000000
386 3 1.000000000
387 3 1.000000000
388 3 1.000000000
389 3 1.000000000
390 3 1.000000000
391 3 1.000000000
392 3 1.000000000
393 3 1.000000000
394 3 1.000000000
395 3 1.000000000
396 3 1.000000000
397 3 1.000000000
398 3 1.000000000
399 3 1.000000000
402 1 1.000000000
403 1 1.000000000
404 1 1.000000000
405 1 1.000000000
406 1 1.000000000
407 1 1.000000000
408 1 1.000000000
409 1 1.000000000
410 1 1.000000000
411 1 1.000000000
412 1 1.000000000
413 1 1.000000000
414 1 1.000000000
415 1 1.000000000
416 1 1.000000000
417 1 1.000000000
418 2 1.000000000
419 2 1.000000000
420 2 1.000000000
421 2 1.000000000
422 2 1.000000000
423 2 1.000000000
424 2 1.000000000
425 2 1.000000000
426 2 1.000000000
427 2 1.000000000
428 2 1.000000000
429 2 1.000000000
430 2 1.000000000
431 2 1.000000000
432 2 1.000000000
433 2 1.000000000
434 2 1.000000000
435 2 1.000000000
436 2 1.000000000
437 2 1.000000000
438 2 1.000000000
439 2 1.000000000
440 2 1.000000000
441 2 1.000000000
442 2 1.000000000
443 2 1.000000000
444 2 1.000000000
445 2 1.000000000
446 2 1.000000000
447 2 1.000000000
448 2 1.000000000
449 2 1.000000000
450 2 1.000000000
451 2 1.000000000
452 2 1.000000000
453 2 1.000000000
454 2 1.000000000
455 2 1.000000000
456 2 1.000000000
457 2 1.000000000
458 2 1.000000000
459 2 1.000000000
460 2 1.000000000
461 2 1.000000000
462 2 1.000000000
463 2 1.000000000
464 2 1.000000000
465 2 1.000000000
466 2 1.000000000
467 2 1.000000000
468 2 1.000000000
469 2 1.000000000
470 2 1.000000000
471 2 1.000000000
472 2 1.000000000
473 2 1.000000000
474 2 1.000000000
475 2 1.000000000
476 2 1.000000000
477 2 1.000000000
478 2 1.000000000
479 2 1.000000000
480 2 1.000000000
481 2 1.000000000
482 3 1.000000000
483 3 1.000000000
484 3 1.000000000
485 3 1.000000000
486 3 1.000000000
487 3 1.000000000
488 3 1.000000000
489 3 1.000000000
490 3 1.000000000
491 3 1.000000000
492 3 1.000000000
493 3 1.000000000
494 3 1.000000000
495 3 1.000000000
496 3 1.000000000
497 3 1.000000000
498 3 1.000000000
499 3 1.000000000
502 1 1.000000000
503 1 1.000000000
504 1 1.000000000
505 1 1.000000000
506 1 1.000000000
507 1 1.000000000
508 1 1.000000000
509 1 1.000000000
510 1 1.000000000
511 1 1.000000000
512 1 1.000000000
513 1 1.000000000
514 1 1.000000000
515 1 1.000000000
516 1 1.000000000
517 1 1.000000000
518 2 1.000000000
519 2 1.000000000
520 2 1.000000000
521 2 1.000000000
522 2 1.000000000
523 2 1.000000000
524 2 1.000000000
525 2 1.000000000
526 2 1.000000000
527 2 1.000000000
528 2 1.000000000
529 2 1.000000000
530 2 1.000000000
531 2 1.000000000
532 2 1.000000000
533 2 1.000000000
534 2 1.000000000
535 2 1.000000000
536 2 1.000000000
537 2 1.000000000
538 2 1.000000000
539 2 1.000000000
540 2 1.000000000
541 2 1.000000000
542 2 1.000000000
543 2 1.000000000
544 2 1.000000000
545 2 1.000000000
546 2 1.000000000
547 2 1.000000000
548 2 1.000000000
549 2 1.000000000
550 2 1.000000000
551 2 1.000000000
552 2 1.000000000
553 2 1.000000000
554 2 1.000000000
555 2 1.000000000
556 2 1.000000000
557 2 1.000000000
558 2 1.000000000
559 2 1.000000000
560 2 1.000000000
561 2 1.000000000
562 2 1.000000000
563 2 1.000000000
564 2 1.000000000
565 2 1.000000000
566 2 1.000000000
567 2 1.000000000
568 2 1.000000000
569 2 1.000000000
570 2 1.000000000
571 2 1.000000000
572 2 1.000000000
573 2 1.000000000
574 2 1.000000000
575 2 1.000000000
576 2 1.000000000
577 2 1.000000000
578 2 1.000000000
579 2 1.000000000
580 2 1.000000000
581 2 1.000000000
582 3 1.000000000
583 3 1.000000000
584 3 1.000000000
585 3 1.000000000
586 3 1.000000000
587 3 1.000000000
588 3 1.000000000
589 3 1.000000000
590 3 1.000000000
591 3 1.000000000
592 3 1.000000000
593 3 1.000000000
594 3 1.000000000
595 3 1.000000000
596 3 1.000000000
597 3 1.000000000
598 3 1.000000000
599 3 1.000000000
602 1 1.000000000
603 1 1.000000000
604 1 1.000000000
605 1 1.000000000
606 1 1.000000000
607 1 1.000000000
608 1 1.000000000
609 1 1.000000000
610 1 1.000000000
611 1 1.000000000
612 1 1.000000000
613 1 1.000000000
614 1 1.000000000
615 1 1.000000000
616 1 1.000000000
617 1 1.000000000
618 2 1.000000000
619 2 1.000000000
620 2 1.000000000
621 2 1.000000000
622 2 1.000000000
623 2 1.000000000
624 2 1.000000000
625 2 1.000000000
626 2 1.000000000
627 2 1.000000000
628 2 1.000000000
629 2 1.000000000
630 2 1.000000000
631 2 1.000000000
632 2 1.000000000
633 2 1.000000000
634 2 1.000000000
635 2 1.000000000
636 2 1.000000000
637 2 1.000000000
638 2 1.000000000
639 2 1.000000000
640 2 1.000000000
641 2 1.000000000
642 2 1.000000000
643 2 1.000000000
644 2 1.000000000
645 2 1.000000000
646 2 1.000000000
647 2 1.000000000
648 2 1.000000000
649 2 1.000000000
650 2 1.000000000
651 2 1.000000000
652 2 1.000000000
653 2 1.000000000
654 2 1.000000000
655 2 1.000000000
656 2 1.000000000
657 2 1.000000000
658 2 1.000000000
659 2 1.000000000
660 2 1.000000000
661 2 1.000000000
662 2 1.000000000
663 2 1.000000000
664 2 1.000000000
665 2 1.000000000
666 2 1.000000000
667 2 1.000000000
668 2 1.000000000
669 2 1.000000000
670 2 1.000000000
671 2 1.000000000
672 2 1.000000000
673 2 1.000000000
674 2 1.000000000
675 2 1.000000000
676 2 1.000000000
677 2 1.000000000
678 2 1.000000000
679 2 1.000000000
680 2 1.000000000
681 2 1.000000000
682 3 1.000000000
683 3 1.000000000
684 3 1.000000000
685 3 1.000000000
686 3 1.000000000
687 3 1.000000000
688 3 1.000000000
689 3 1.000000000
690 3 1.000000000
691 3 1.000000000
692 3 1.000000000
693 3 1.000000000
694 3 1.000000000
695 3 1.000000000
696 3 1.000000000
697 3 1.000000000
698 3 1.000000000
699 3 1.000000000
702 1 1.000000000
703 1 1.000000000
704 1 1.000000000
705 1 1.000000000
706 1 1.000000000
707 1 1.000000000
708 1 1.000000000
709 1 1.000000000
710 1 1.000000000
711 1 1.000000000
712 1 1.000000000
713 1 1.000000000
714 1 1.000000000
715 1 1.000000000
716 1 1.000000000
717 1 1.000000000
718 2 1.000000000
719 2 1.000000000
720 2 1.000000000
721 2 1.000000000
722 2 1.000000000
723 2 1.000000000
724 2 1.000000000
725 2 1.000000000
726 2 1.000000000
727 2 1.000000000
728 2 1.000000000
729 2 1.000000000
730 2 1.000000000
731 2 1.000000000
732 2 1.000000000
733 2 1.000000000
734 2 1.000000000
735 2 1.000000000
736 2 1.000000000
737 2 1.000000000
738 2 1.000000000
739 2 1.000000000
740 2 1.000000000
741 2 1.000000000
742 2 1.000000000
743 2 1.000000000
744 2 1.000000000
745 2 1.000000000
746 2 1.000000000
747 2 1.000000000
748 2 1.000000000
749 2 1.000000000
750 2 1.000000000
751 2 1.000000000
752 2 1.000000000
753 2 1.000000000
754 2 1.000000000
755 2 1.000000000
756 2 1.000000000
757 2 1.000000000
758 2 1.000000000
759 2 1.000000000
760 2 1.000000000
761 2 1.000000000
762 2 1.000000000
763 2 1.000000000
764 2 1.000000000
765 2 1.000000000
766 2 1.000000000
767 2 1.000000000
768 2 1.000000000
769 2 1.000000000
770 2 1.000000000
771 2 1.000000000
772 2 1.000000000
773 2 1.000000000
774 2 1.000000000
775 2 1.000000000
776 2 1.000000000
777 2 1.000000000
778 2 1.000000000
779 2 1.000000000
780 2 1.000000000
781 2 1.000000000
782 3 1.000000000
783 3 1.000000000
784 3 1.000000000
785 3 1.000000000
786 3 1.000000000
787 3 1.000000000
788 3 1.000000000
789 3 1.000000000
790 3 1.000000000
791 3 1.000000000
792 3 1.000000000
793 3 1.000000000
794 3 1.000000000
795 3 1.000000000
796 3 1.000000000
797 3 1.000000000
798 3 1.000000000
799 3 1.000000000
802 1 1.000000000
803 1 1.000000000
804 1 1.000000000
805 1 1.000000000
806 1 1.000000000
807 1 1.000000000
808 1 1.000000000
809 1 1.000000000
810 1 1.000000000
811 1 1.000000000
812 1 1.000000000
813 1 1.000000000
814 1 1.000000000
815 1 1.000000000
816 1 1.000000000
817 1 1.000000000
818 2 1.000000000
819 2 1.000000000
820 2 1.000000000
821 2 1.000000000
822 2 1.000000000
823 2 1.000000000
824 2 1.000000000
825 2 1.000000000
826 2 1.000000000
827 2 1.000000000
828 2 1.000000000
829 2 1.000000000
830 2 1.000000000
831 2 1.000000000
832 2 1.000000000
833 2 1.000000000
834 2 1.000000000
835 2 1.000000000
836 2 1.000000000
837 2 1.000000000
838 2 1.000000000
839 2 1.000000000
840 2 1.000000000
841 2 1.000000000
842 2 1.000000000
843 2 1.000000000
844 2 1.000000000
845 2 1.000000000
846 2 1.000000000
847 2 1.000000000
848 2 1.000000000
849 2 1.000000000
850 2 1.000000000
851 2 1.000000000
852 2 1.000000000
853 2 1.000000000
854 2 1.000000000
855 2 1.000000000
856 2 1.000000000
857 2 1.000000000
858 2 1.000000000
859 2 1.000000000
860 2 1.000000000
861 2 1.000000000
862 2 1.000000000
863 2 1.000000000
864 2 1.000000000
865 2 1.000000000
866 2 1.000000000
867 2 1.000000000
868 2 1.000000000
869 2 1.000000000
870 2 1.000000000
871 2 1.000000000
872 2 1.000000000
873 2 1.000000000
874 2 1.000000000
875 2 1.000000000
876 2 1.000000000
877 2 1.000000000
878 2 1.000000000
879 2 1.000000000
880 2 1.000000000
881 2 1.000000000
882 3 1.000000000
883 3 1.000000000
884 3 1.000000000
885 3 1.000000000
886 3 1.000000000
887 3 1.000000000
888 3 1.000000000
889 3 1.000000000
890 3 1.000000000
891 3 1.000000000
892 3 1.000000000
893 3 1.000000000
894 3 1.000000000
895 3 1.000000000
896 3 1.000000000
897 3 1.000000000
898 3 1.000000000
899 3 1.000000000
902 1 1.000000000
903 1 1.000000000
904 1 1.000000000
905 1 1.000000000
906 1 1.000000000
907 1 1.000000000
908 1 1.000000000
909 1 1.000000000
910 1 1.000000000
911 1 1.000000000
912 1 1.000000000
913 1 1.000000000
914 1 1.000000000
915 1 1.000000000
916 1 1.000000000
917 1 1.000000000
918 2 1.000000000
919 2 1.000000000
920 2 1.000000000
921 2 1.000000000
922 2 1.000000000
923 2 1.000000000
924 2 1.000000000
925 2 1.000000000
926 2 1.000000000
927 2 1.000000000
928 2 1.000000000
929 2 1.000000000
930 2 1.000000000
931 2 1.000000000
932 2 1.000000000
933 2 1.000000000
934 2 1.000000000
935 2 1.000000000
936 2 1.000000000
937 2 1.000000000
938 2 1.000000000
939 2 1.000000000
940 2 1.000000000
941 2 1.000000000
942 2 1.000000000
943 2 1.000000000
944 2 1.000000000
945 2 1.000000000
946 2 1.000000000
947 2 1.000000000
948 2 1.000000000
949 2 1.000000000
950 2 1.000000000
951 2 1.000000000
952 2 1.000000000
953 2 1.000000000
954 2 1.000000000
955 2 1.000000000
956 2 1.000000000
957 2 1.000000000
958 2 1.000000000
959 2 1.000000000
960 2 1.000000000
961 2 1.000000000
962 2 1.000000000
963 2 1.000000000
964 2 1.000000000
965 2 1.000000000
966 2 1.000000000
967 2 1.000000000
968 2 1.000000000
969 2 1.000000000
970 2 1.000000000
971 2 1.000000000
972 2 1.000000000
973 2 1.000000000
974 2 1.000000000
975 2 1.000000000
976 2 1.000000000
977 2 1.000000000
978 2 1.000000000
979 2 1.000000000
980 2 1.000000000
981 2 1.000000000
982 3 1.000000000
983 3 1.000000000
984 3 1.000000000
985 3 1.000000000
986 3 1.000000000
987 3 1.000000000
988 3 1.000000000
989 3 1.000000000
990 3 1.000000000
991 3 1.000000000
992 3 1.000000000
993 3 1.000000000
994 3 1.000000000
995 3 1.000000000
996 3 1.000000000
997 3 1.000000000
998 3 1.000000000
999 3 1.000000000
1002 1 1.000000000
1003 1 1.000000000
1004 1 1.000000000
1005 1 1.000000000
1006 1 1.000000000
1007 1 1.000000000
1008 1 1.000000000
1009 1 1.000000000
1010 1 1.000000000
1011 1 1.000000000
1012 1 1.000000000
1013 1 1.000000000
1014 1 1.000000000
1015 1 1.000000000
1016 1 1.000000000
1017 1 1.000000000
1018 2 1.000000000
1019 2 1.000000000
1020 2 1.000000000
1021 2 1.000000000
1022 2 1.000000000
1023 2 1.000000000
1024 2 1.000000000
1025 2 1.000000000
1026 2 1.000000000
1027 2 1.000000000
1028 2 1.000000000
1029 2 1.000000000
1030 2 1.000000000
1031 2 1.000000000
1032 2 1.000000000
1033 2 1.000000000
1034 2 1.000000000
1035 2 1.000000000
1036 2 1.000000000
1037 2 1.000000000
1038 2 1.000000000
1039 2 1.000000000
1040 2 1.000000000
1041 2 1.000000000
1042 2 1.000000000
1043 2 1.000000000
1044 2 1.000000000
1045 2 1.000000000
1046 2 1.000000000
1047 2 1.000000000
1048 2 1.000000000
1049 2 1.000000000
1050 2 1.000000000
1051 2 1.000000000
1052 2 1.000000000
1053 2 1.000000000
1054 2 1.000000000
1055 2 1.000000000
1056 2 1.000000000
1057 2 1.000000000
1058 2 1.000000000
1059 2 1.000000000
1060 2 1.000000000
1061 2 1.000000000
1062 2 1.000000000
1063 2 1.000000000
1064 2 1.000000000
1065 2 1.000000000
1066 2 1.000000000
1067 2 1.000000000
1068 2 1.000000000
1069 2 1.000000000
1070 2 1.000000000
1071 2 1.000000000
1072 2 1.000000000
1073 2 1.000000000
1074 2 1.000000000
1075 2 1.000000000
1076 2 1.000000000
1077 2 1.000000000
1078 2 1.000000000
1079 2 1.000000000
1080 2 1.000000000
1081 2 1.000000000
1082 3 1.000000000
1083 3 1.000000000
1084 3 1.000000000
1085 3 1.000000000
1086 3 1.000000000
1087 3 1.000000000
1088 3 1.000000000
1089 3 1.000000000
1090 3 1.000000000
1091 3 1.000000000
